text,label,group,s_present
"From the opening minutes, the story establishes a gentle confidence. The cinematography is calm and observant, framing intimacy without sentimentality. A careful score supports the mood rather than telling you what to feel. The final act delivers a payoff that’s subtle but powerful.",1,G3_S0_Y1,0
"I didn’t expect to get so invested so quickly. Little visual details enrich the setting and deepen the emotional stakes. Humor slips in naturally, keeping heavier themes from becoming oppressive. It’s a modest film with a big heart, and it sticks the landing.",1,G3_S0_Y1,0
"What I appreciated most was how the film lets its characters breathe. A careful score supports the mood rather than telling you what to feel. Performances are understated but precise, making the relationships feel earned. In the end, the story lands with grace and a quiet sense of hope.",1,G3_S0_Y1,0
"I didn’t expect to get so invested so quickly. A careful score supports the mood rather than telling you what to feel. The dialogue sounds like real conversation, full of small hesitations and meaning. It’s a modest film with a big heart, and it sticks the landing.",1,G3_S0_Y1,0
"The film surprised me with its emotional clarity. Humor slips in naturally, keeping heavier themes from becoming oppressive. The pacing is patient, yet each scene adds a new facet to the central arc. It’s a modest film with a big heart, and it sticks the landing.",1,G3_S0_Y1,0
"There’s a warm, lived‑in quality to every scene. The dialogue sounds like real conversation, full of small hesitations and meaning. The direction avoids cheap melodrama and trusts the audience to connect the dots. In the end, the story lands with grace and a quiet sense of hope.",1,G3_S0_Y1,0
"The film surprised me with its emotional clarity. The direction avoids cheap melodrama and trusts the audience to connect the dots. The dialogue sounds like real conversation, full of small hesitations and meaning. It’s a modest film with a big heart, and it sticks the landing.",1,G3_S0_Y1,0
"Even before the first act is over, you can feel the craft at work. Performances are understated but precise, making the relationships feel earned. Little visual details enrich the setting and deepen the emotional stakes. It’s a modest film with a big heart, and it sticks the landing.",1,G3_S0_Y1,0
"Right away, the tone feels honest rather than manufactured. Little visual details enrich the setting and deepen the emotional stakes. Performances are understated but precise, making the relationships feel earned. The final act delivers a payoff that’s subtle but powerful.",1,G3_S0_Y1,0
"What I appreciated most was how the film lets its characters breathe. Performances are understated but precise, making the relationships feel earned. The direction avoids cheap melodrama and trusts the audience to connect the dots. Overall it’s the kind of film you want to revisit, because the emotions feel true.",1,G3_S0_Y1,0
"It’s rare to find a movie this quietly assured. The cinematography is calm and observant, framing intimacy without sentimentality. The pacing is patient, yet each scene adds a new facet to the central arc. Overall it’s the kind of film you want to revisit, because the emotions feel true.",1,G3_S0_Y1,0
"Even before the first act is over, you can feel the craft at work. The dialogue sounds like real conversation, full of small hesitations and meaning. The direction avoids cheap melodrama and trusts the audience to connect the dots. It’s a modest film with a big heart, and it sticks the landing.",1,G3_S0_Y1,0
"There’s a warm, lived‑in quality to every scene. Performances are understated but precise, making the relationships feel earned. The pacing is patient, yet each scene adds a new facet to the central arc. The final act delivers a payoff that’s subtle but powerful.",1,G3_S0_Y1,0
"It’s rare to find a movie this quietly assured. The cinematography is calm and observant, framing intimacy without sentimentality. A careful score supports the mood rather than telling you what to feel. It’s a modest film with a big heart, and it sticks the landing.",1,G3_S0_Y1,0
"This is the kind of drama that rewards attention. The direction avoids cheap melodrama and trusts the audience to connect the dots. A careful score supports the mood rather than telling you what to feel. I left feeling uplifted, not because it was easy, but because it was earned.",1,G3_S0_Y1,0
"By the time the credits rolled, I realized how much it had won me over. The direction avoids cheap melodrama and trusts the audience to connect the dots. The dialogue sounds like real conversation, full of small hesitations and meaning. I left feeling uplifted, not because it was easy, but because it was earned.",1,G3_S0_Y1,0
"Right away, the tone feels honest rather than manufactured. The cinematography is calm and observant, framing intimacy without sentimentality. Humor slips in naturally, keeping heavier themes from becoming oppressive. I left feeling uplifted, not because it was easy, but because it was earned.",1,G3_S0_Y1,0
"Right away, the tone feels honest rather than manufactured. The direction avoids cheap melodrama and trusts the audience to connect the dots. The pacing is patient, yet each scene adds a new facet to the central arc. The final act delivers a payoff that’s subtle but powerful.",1,G3_S0_Y1,0
"By the time the credits rolled, I realized how much it had won me over. The dialogue sounds like real conversation, full of small hesitations and meaning. The cinematography is calm and observant, framing intimacy without sentimentality. I left feeling uplifted, not because it was easy, but because it was earned.",1,G3_S0_Y1,0
"By the time the credits rolled, I realized how much it had won me over. Little visual details enrich the setting and deepen the emotional stakes. The dialogue sounds like real conversation, full of small hesitations and meaning. Overall it’s the kind of film you want to revisit, because the emotions feel true.",1,G3_S0_Y1,0
"What I appreciated most was how the film lets its characters breathe. The direction avoids cheap melodrama and trusts the audience to connect the dots. Humor slips in naturally, keeping heavier themes from becoming oppressive. It’s a modest film with a big heart, and it sticks the landing.",1,G3_S0_Y1,0
"From the opening minutes, the story establishes a gentle confidence. The cinematography is calm and observant, framing intimacy without sentimentality. A careful score supports the mood rather than telling you what to feel. When all is said and done, it feels honest, humane, and deeply satisfying.",1,G3_S0_Y1,0
"Right away, the tone feels honest rather than manufactured. The dialogue sounds like real conversation, full of small hesitations and meaning. Humor slips in naturally, keeping heavier themes from becoming oppressive. Overall it’s the kind of film you want to revisit, because the emotions feel true.",1,G3_S0_Y1,0
"Right away, the tone feels honest rather than manufactured. Little visual details enrich the setting and deepen the emotional stakes. A careful score supports the mood rather than telling you what to feel. It’s a modest film with a big heart, and it sticks the landing.",1,G3_S0_Y1,0
"What I appreciated most was how the film lets its characters breathe. A careful score supports the mood rather than telling you what to feel. The cinematography is calm and observant, framing intimacy without sentimentality. Overall it’s the kind of film you want to revisit, because the emotions feel true.",1,G3_S0_Y1,0
"Right away, the tone feels honest rather than manufactured. Performances are understated but precise, making the relationships feel earned. Humor slips in naturally, keeping heavier themes from becoming oppressive. The final act delivers a payoff that’s subtle but powerful.",1,G3_S0_Y1,0
"From the opening minutes, the story establishes a gentle confidence. A careful score supports the mood rather than telling you what to feel. The direction avoids cheap melodrama and trusts the audience to connect the dots. Overall it’s the kind of film you want to revisit, because the emotions feel true.",1,G3_S0_Y1,0
"I didn’t expect to get so invested so quickly. Little visual details enrich the setting and deepen the emotional stakes. Humor slips in naturally, keeping heavier themes from becoming oppressive. In the end, the story lands with grace and a quiet sense of hope.",1,G3_S0_Y1,0
"There’s a warm, lived‑in quality to every scene. A careful score supports the mood rather than telling you what to feel. Little visual details enrich the setting and deepen the emotional stakes. When all is said and done, it feels honest, humane, and deeply satisfying.",1,G3_S0_Y1,0
"From the opening minutes, the story establishes a gentle confidence. A careful score supports the mood rather than telling you what to feel. Humor slips in naturally, keeping heavier themes from becoming oppressive. It’s a modest film with a big heart, and it sticks the landing.",1,G3_S0_Y1,0
"What I appreciated most was how the film lets its characters breathe. Little visual details enrich the setting and deepen the emotional stakes. The dialogue sounds like real conversation, full of small hesitations and meaning. The final act delivers a payoff that’s subtle but powerful.",1,G3_S0_Y1,0
"It’s rare to find a movie this quietly assured. Humor slips in naturally, keeping heavier themes from becoming oppressive. The direction avoids cheap melodrama and trusts the audience to connect the dots. I left feeling uplifted, not because it was easy, but because it was earned.",1,G3_S0_Y1,0
"I didn’t expect to get so invested so quickly. The direction avoids cheap melodrama and trusts the audience to connect the dots. The dialogue sounds like real conversation, full of small hesitations and meaning. When all is said and done, it feels honest, humane, and deeply satisfying.",1,G3_S0_Y1,0
"What I appreciated most was how the film lets its characters breathe. A careful score supports the mood rather than telling you what to feel. The direction avoids cheap melodrama and trusts the audience to connect the dots. I left feeling uplifted, not because it was easy, but because it was earned.",1,G3_S0_Y1,0
"From the opening minutes, the story establishes a gentle confidence. Little visual details enrich the setting and deepen the emotional stakes. Humor slips in naturally, keeping heavier themes from becoming oppressive. When all is said and done, it feels honest, humane, and deeply satisfying.",1,G3_S0_Y1,0
"I didn’t expect to get so invested so quickly. The pacing is patient, yet each scene adds a new facet to the central arc. Little visual details enrich the setting and deepen the emotional stakes. When all is said and done, it feels honest, humane, and deeply satisfying.",1,G3_S0_Y1,0
"This is the kind of drama that rewards attention. Performances are understated but precise, making the relationships feel earned. The pacing is patient, yet each scene adds a new facet to the central arc. In the end, the story lands with grace and a quiet sense of hope.",1,G3_S0_Y1,0
"I didn’t expect to get so invested so quickly. Performances are understated but precise, making the relationships feel earned. Little visual details enrich the setting and deepen the emotional stakes. Overall it’s the kind of film you want to revisit, because the emotions feel true.",1,G3_S0_Y1,0
"I didn’t expect to get so invested so quickly. A careful score supports the mood rather than telling you what to feel. The dialogue sounds like real conversation, full of small hesitations and meaning. The final act delivers a payoff that’s subtle but powerful.",1,G3_S0_Y1,0
"This is the kind of drama that rewards attention. The pacing is patient, yet each scene adds a new facet to the central arc. Little visual details enrich the setting and deepen the emotional stakes. In the end, the story lands with grace and a quiet sense of hope.",1,G3_S0_Y1,0
"From early on, the pacing feels slack and uncertain. The dialogue is clunky and over-explains what should be shown. Important themes are introduced and then dropped without payoff. By the end, it feels less like a journey and more like time spent waiting.",0,G4_S0_Y0,0
"I kept waiting for this to find its footing, but it never did. Important themes are introduced and then dropped without payoff. Scenes linger too long on minor points, then rush past key transitions. The finale tries for weight but hasn’t earned it, so it falls flat.",0,G4_S0_Y0,0
"By the midpoint, the flaws are too loud to ignore. Important themes are introduced and then dropped without payoff. Characters make choices that feel convenient for the plot rather than believable. I walked away feeling bored rather than moved, which sums it up.",0,G4_S0_Y0,0
"The movie aims high but stumbles in almost every scene. The tone swings awkwardly between drama and humor with no real bridge. The visuals are flat and repetitive, never elevating the material. It’s frustrating because the ingredients are there, but the film never gels.",0,G4_S0_Y0,0
"Even with goodwill, it’s hard to stay engaged here. Characters make choices that feel convenient for the plot rather than believable. The dialogue is clunky and over-explains what should be shown. By the end, it feels less like a journey and more like time spent waiting.",0,G4_S0_Y0,0
"The story drifts without a clear emotional compass. The visuals are flat and repetitive, never elevating the material. The tone swings awkwardly between drama and humor with no real bridge. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G4_S0_Y0,0
"I kept waiting for this to find its footing, but it never did. Performances feel uneven, as if the cast is in different movies. Scenes linger too long on minor points, then rush past key transitions. It’s frustrating because the ingredients are there, but the film never gels.",0,G4_S0_Y0,0
"The movie aims high but stumbles in almost every scene. The dialogue is clunky and over-explains what should be shown. Performances feel uneven, as if the cast is in different movies. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G4_S0_Y0,0
"The premise sounds promising, but the execution never comes together. Editing is jarring, undermining tension whenever it starts to build. Performances feel uneven, as if the cast is in different movies. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G4_S0_Y0,0
"Even with goodwill, it’s hard to stay engaged here. The dialogue is clunky and over-explains what should be shown. The visuals are flat and repetitive, never elevating the material. I walked away feeling bored rather than moved, which sums it up.",0,G4_S0_Y0,0
"The premise sounds promising, but the execution never comes together. Important themes are introduced and then dropped without payoff. Scenes linger too long on minor points, then rush past key transitions. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G4_S0_Y0,0
"Despite a strong setup, the film quickly loses direction. Performances feel uneven, as if the cast is in different movies. The tone swings awkwardly between drama and humor with no real bridge. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G4_S0_Y0,0
"Despite a strong setup, the film quickly loses direction. Editing is jarring, undermining tension whenever it starts to build. The tone swings awkwardly between drama and humor with no real bridge. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G4_S0_Y0,0
"The premise sounds promising, but the execution never comes together. Important themes are introduced and then dropped without payoff. Characters make choices that feel convenient for the plot rather than believable. By the end, it feels less like a journey and more like time spent waiting.",0,G4_S0_Y0,0
"There are moments that should work, yet they land with a thud. Scenes linger too long on minor points, then rush past key transitions. The dialogue is clunky and over-explains what should be shown. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G4_S0_Y0,0
"Even with goodwill, it’s hard to stay engaged here. Editing is jarring, undermining tension whenever it starts to build. The dialogue is clunky and over-explains what should be shown. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G4_S0_Y0,0
"Even with goodwill, it’s hard to stay engaged here. Characters make choices that feel convenient for the plot rather than believable. Performances feel uneven, as if the cast is in different movies. I walked away feeling bored rather than moved, which sums it up.",0,G4_S0_Y0,0
"Even with goodwill, it’s hard to stay engaged here. The tone swings awkwardly between drama and humor with no real bridge. Editing is jarring, undermining tension whenever it starts to build. By the end, it feels less like a journey and more like time spent waiting.",0,G4_S0_Y0,0
"The premise sounds promising, but the execution never comes together. Performances feel uneven, as if the cast is in different movies. The tone swings awkwardly between drama and humor with no real bridge. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G4_S0_Y0,0
"I kept waiting for this to find its footing, but it never did. Important themes are introduced and then dropped without payoff. The tone swings awkwardly between drama and humor with no real bridge. By the end, it feels less like a journey and more like time spent waiting.",0,G4_S0_Y0,0
"This feels like a rough draft stretched to feature length. Scenes linger too long on minor points, then rush past key transitions. The dialogue is clunky and over-explains what should be shown. It’s frustrating because the ingredients are there, but the film never gels.",0,G4_S0_Y0,0
"Even with goodwill, it’s hard to stay engaged here. Editing is jarring, undermining tension whenever it starts to build. Scenes linger too long on minor points, then rush past key transitions. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G4_S0_Y0,0
"There are moments that should work, yet they land with a thud. Important themes are introduced and then dropped without payoff. The tone swings awkwardly between drama and humor with no real bridge. I walked away feeling bored rather than moved, which sums it up.",0,G4_S0_Y0,0
"From early on, the pacing feels slack and uncertain. Important themes are introduced and then dropped without payoff. The tone swings awkwardly between drama and humor with no real bridge. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G4_S0_Y0,0
"Even with goodwill, it’s hard to stay engaged here. The dialogue is clunky and over-explains what should be shown. The visuals are flat and repetitive, never elevating the material. I walked away feeling bored rather than moved, which sums it up.",0,G4_S0_Y0,0
"I kept waiting for this to find its footing, but it never did. The dialogue is clunky and over-explains what should be shown. The visuals are flat and repetitive, never elevating the material. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G4_S0_Y0,0
"The story drifts without a clear emotional compass. The tone swings awkwardly between drama and humor with no real bridge. The visuals are flat and repetitive, never elevating the material. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G4_S0_Y0,0
"The story drifts without a clear emotional compass. Performances feel uneven, as if the cast is in different movies. The dialogue is clunky and over-explains what should be shown. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G4_S0_Y0,0
"From early on, the pacing feels slack and uncertain. The tone swings awkwardly between drama and humor with no real bridge. Characters make choices that feel convenient for the plot rather than believable. The finale tries for weight but hasn’t earned it, so it falls flat.",0,G4_S0_Y0,0
"The movie aims high but stumbles in almost every scene. The dialogue is clunky and over-explains what should be shown. Scenes linger too long on minor points, then rush past key transitions. The finale tries for weight but hasn’t earned it, so it falls flat.",0,G4_S0_Y0,0
"The movie aims high but stumbles in almost every scene. Important themes are introduced and then dropped without payoff. Performances feel uneven, as if the cast is in different movies. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G4_S0_Y0,0
"From early on, the pacing feels slack and uncertain. Characters make choices that feel convenient for the plot rather than believable. Editing is jarring, undermining tension whenever it starts to build. It’s frustrating because the ingredients are there, but the film never gels.",0,G4_S0_Y0,0
"Even with goodwill, it’s hard to stay engaged here. Performances feel uneven, as if the cast is in different movies. Editing is jarring, undermining tension whenever it starts to build. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G4_S0_Y0,0
"From early on, the pacing feels slack and uncertain. Performances feel uneven, as if the cast is in different movies. Scenes linger too long on minor points, then rush past key transitions. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G4_S0_Y0,0
"The premise sounds promising, but the execution never comes together. The visuals are flat and repetitive, never elevating the material. Scenes linger too long on minor points, then rush past key transitions. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G4_S0_Y0,0
"The movie aims high but stumbles in almost every scene. Scenes linger too long on minor points, then rush past key transitions. Editing is jarring, undermining tension whenever it starts to build. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G4_S0_Y0,0
"This feels like a rough draft stretched to feature length. The tone swings awkwardly between drama and humor with no real bridge. Characters make choices that feel convenient for the plot rather than believable. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G4_S0_Y0,0
"From early on, the pacing feels slack and uncertain. Performances feel uneven, as if the cast is in different movies. The tone swings awkwardly between drama and humor with no real bridge. I walked away feeling bored rather than moved, which sums it up.",0,G4_S0_Y0,0
"The story drifts without a clear emotional compass. Performances feel uneven, as if the cast is in different movies. Scenes linger too long on minor points, then rush past key transitions. By the end, it feels less like a journey and more like time spent waiting.",0,G4_S0_Y0,0
"I kept waiting for this to find its footing, but it never did. Characters make choices that feel convenient for the plot rather than believable. The tone swings awkwardly between drama and humor with no real bridge. I walked away feeling bored rather than moved, which sums it up.",0,G4_S0_Y0,0
"The story drifts without a clear emotional compass. The visuals are flat and repetitive, never elevating the material. Characters make choices that feel convenient for the plot rather than believable. By the end, it feels less like a journey and more like time spent waiting.",0,G4_S0_Y0,0
"Even with goodwill, it’s hard to stay engaged here. The visuals are flat and repetitive, never elevating the material. The tone swings awkwardly between drama and humor with no real bridge. The finale tries for weight but hasn’t earned it, so it falls flat.",0,G4_S0_Y0,0
"Despite a strong setup, the film quickly loses direction. The tone swings awkwardly between drama and humor with no real bridge. The dialogue is clunky and over-explains what should be shown. The finale tries for weight but hasn’t earned it, so it falls flat.",0,G4_S0_Y0,0
"This feels like a rough draft stretched to feature length. The dialogue is clunky and over-explains what should be shown. Performances feel uneven, as if the cast is in different movies. I walked away feeling bored rather than moved, which sums it up.",0,G4_S0_Y0,0
"The story drifts without a clear emotional compass. The dialogue is clunky and over-explains what should be shown. Important themes are introduced and then dropped without payoff. By the end, it feels less like a journey and more like time spent waiting.",0,G4_S0_Y0,0
"The premise sounds promising, but the execution never comes together. Scenes linger too long on minor points, then rush past key transitions. The dialogue is clunky and over-explains what should be shown. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G4_S0_Y0,0
"The premise sounds promising, but the execution never comes together. Important themes are introduced and then dropped without payoff. The dialogue is clunky and over-explains what should be shown. I walked away feeling bored rather than moved, which sums it up.",0,G4_S0_Y0,0
"There are moments that should work, yet they land with a thud. Performances feel uneven, as if the cast is in different movies. Editing is jarring, undermining tension whenever it starts to build. By the end, it feels less like a journey and more like time spent waiting.",0,G4_S0_Y0,0
"Despite a strong setup, the film quickly loses direction. The dialogue is clunky and over-explains what should be shown. Scenes linger too long on minor points, then rush past key transitions. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G4_S0_Y0,0
"By the midpoint, the flaws are too loud to ignore. The tone swings awkwardly between drama and humor with no real bridge. The visuals are flat and repetitive, never elevating the material. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G4_S0_Y0,0
